pm25,visibility,traffic,nox,action
63.08,10.0,25,16.46,0
54.2,10.0,10,4.26,0
45.51,10.0,43,27.94,0
35.52,10.0,35,1.48,0
89.36,6.0,19,1.11,1
119.7,7.0,28,142.45,1
24.98,10.0,27,17.58,0
14.24,10.0,22,3.7,0
5.36,9.0,36,0.92,0
30.52,10.0,33,5.36,0
7.4,10.0,33,7.58,0
19.98,10.0,35,7.96,0
14.43,9.0,35,2.96,0
6.66,10.0,30,1.3,0
17.2,10.0,28,10.92,0
30.52,10.0,33,5.36,0
23.12,10.0,48,19.24,0
44.22,10.0,37,2.22,0
14.24,10.0,38,0.74,0
18.87,10.0,40,27.01,0
12.4,10.0,38,11.28,0
33.85,10.0,25,60.68,0
18.32,10.0,22,3.14,0
12.21,10.0,32,4.44,0
21.28,10.0,20,0.56,0
5.36,10.0,22,11.66,0
18.68,10.0,13,5.55,0
40.7,10.0,29,2.04,0
4.62,10.0,51,0.74,0
6.84,10.0,24,10.92,0
19.06,10.0,42,25.72,0
15.54,10.0,37,6.29,0
17.58,10.0,38,1.48,0
6.84,10.0,20,6.29,0
19.24,10.0,28,14.24,0
16.28,8.0,43,3.88,0
12.21,10.0,18,13.14,0
17.69,10.0,49,0.54,0
20.72,10.0,39,1.85,0
23.12,10.0,42,3.52,0
17.02,8.0,34,2.04,0
24.79,10.0,45,1.85,0
43.84,10.0,38,23.12,0
19.06,10.0,43,13.5,0
12.02,10.0,34,2.22,0
15.72,10.0,30,6.84,0
1.57,10.0,45,0.35,0
122.28,5.0,12,42.92,1
104.9,10.0,40,115.07,1
56.61,10.0,9,108.6,0
45.88,10.0,17,90.1,0
10.92,10.0,40,9.06,0
13.69,10.0,32,9.25,0
24.6,10.0,42,19.8,0
7.03,10.0,36,7.58,0
35.15,10.0,50,103.97,0
16.28,10.0,29,7.96,0
4.62,10.0,48,6.84,0
16.84,10.0,32,9.44,0
16.28,10.0,47,0.0,0
140.42,10.0,16,50.69,1
42.92,10.0,11,8.51,0
21.46,9.0,39,9.62,0
29.6,10.0,35,23.12,0
15.91,7.0,32,8.14,0
12.58,10.0,20,6.48,0
16.28,10.0,40,3.14,0
21.09,10.0,39,7.22,0
19.24,10.0,33,2.4,0
25.53,10.0,36,12.76,0
12.95,10.0,45,3.33,0
2.78,10.0,38,0.92,0
6.1,10.0,37,1.3,0
77.7,2.0,40,81.58,1
18.36,10.0,37,0.17,0
47.92,10.0,32,1.48,0
9.99,10.0,44,10.18,0
7.03,24.0,50,0.0,0
124.88,10.0,38,0.92,1
10.18,10.0,40,3.52,0
66.04,16.0,26,70.11,0
8.7,24.0,48,0.18,0
59.57,10.0,22,3.7,0
12.4,10.0,42,12.02,0
4.07,10.0,18,4.44,0
12.21,10.0,26,3.33,0
8.14,5.0,39,3.88,0
9.25,10.0,31,1.85,0
23.12,6.0,41,8.14,0
11.47,10.0,35,0.92,0
18.32,10.0,34,3.88,0
46.44,7.0,26,5.36,0
17.58,10.0,42,50.69,0
13.14,10.0,36,4.07,0
12.4,10.0,31,2.04,0
42.36,2.7,18,3.88,1
73.63,10.0,35,7.58,0
23.5,10.0,36,5.36,0
31.45,10.0,24,17.02,0
12.21,6.0,46,15.91,0
35.89,10.0,37,21.64,0
41.26,10.0,15,40.7,0
8.88,23.0,42,0.92,0
2.04,0.0,41,0.56,1
5.18,10.0,43,7.96,0
9.25,10.0,43,3.14,0
7.89,10.0,45,1.51,0
28.68,10.0,37,32.19,0
28.68,9.0,27,14.62,0
33.85,10.0,27,18.68,0
21.28,10.0,40,20.72,0
79.92,10.0,30,49.95,1
31.45,10.0,22,21.83,0
44.22,10.0,33,86.02,0
14.06,8.0,36,2.4,0
11.23,10.0,47,0.72,0
11.85,10.0,47,0.85,0
16.46,10.0,46,0.37,0
3.38,10.0,51,0.17,0
24.98,10.0,37,5.92,0
19.24,10.0,46,17.39,0
336.88,10.0,18,34.41,1
21.83,10.0,54,3.14,0
15.72,10.0,26,4.44,0
6.48,10.0,41,1.66,0
22.2,10.0,35,1.11,0
44.77,9.0,45,118.03,0
12.4,10.0,38,5.55,0
18.5,10.0,37,4.62,0
1.66,9.0,40,0.37,0
11.66,10.0,40,0.37,0
46.06,10.0,29,31.64,0
26.27,10.0,31,29.42,0
143.0,10.0,23,1.85,1
17.94,7.0,37,34.78,0
17.94,10.0,38,23.86,0
74.74,10.0,18,3.14,0
18.5,10.0,41,1.48,0
4.81,10.0,35,6.48,0
22.02,10.0,37,11.28,0
15.36,10.0,30,9.99,0
10.92,10.0,31,14.98,0
3.52,10.0,35,1.3,0
33.67,10.0,33,38.66,0
17.2,10.0,34,1.11,0
29.23,9.0,38,6.1,0
10.92,10.0,55,0.18,0
18.45,10.0,45,1.43,0
34.04,10.0,40,7.96,0
14.98,10.0,29,16.28,0
12.58,10.0,26,17.39,0
3.52,10.0,42,0.0,0
21.83,10.0,35,4.62,0
31.08,10.0,20,19.24,0
45.88,10.0,12,29.23,0
35.7,10.0,38,24.6,0
7.03,16.0,37,6.1,0
10.36,10.0,48,7.4,0
17.76,10.0,17,18.32,0
7.03,10.0,48,0.18,0
26.82,10.0,35,13.88,0
74.37,10.0,27,33.3,0
20.54,10.0,15,0.56,0
4.07,10.0,38,0.74,0
13.32,10.0,27,2.22,0
23.68,10.0,23,2.59,0
17.02,10.0,24,24.42,0
12.95,10.0,39,25.53,0
7.6,9.0,36,5.01,0
24.05,10.0,32,8.88,0
8.86,10.0,43,0.67,0
17.94,10.0,43,35.34,0
14.98,10.0,25,19.06,0
24.05,10.0,37,13.69,0
20.54,10.0,31,39.4,0
17.94,10.0,46,5.55,0
16.28,10.0,33,1.48,0
62.72,10.0,28,61.42,0
98.6,10.0,11,49.76,1
13.42,10.0,44,1.79,0
15.54,10.0,33,19.24,0
15.91,10.0,32,64.75,0
15.54,0.0,41,0.74,1
16.84,10.0,37,2.96,0
5.55,10.0,27,0.56,0
3.88,10.0,39,2.59,0
16.28,10.0,30,6.48,0
34.6,10.0,29,31.45,0
2.59,10.0,41,0.56,0
14.98,10.0,39,3.14,0
25.16,10.0,29,27.38,0
79.0,8.0,19,2.04,1
16.84,9.0,29,2.22,0
2.59,10.0,17,0.92,0
19.61,10.0,44,0.74,0
39.59,10.0,22,10.92,0
52.54,10.0,11,3.52,0
24.24,24.0,32,25.16,0
39.78,10.0,26,2.4,0
49.4,6.0,20,1.3,0
117.1,10.0,32,113.96,1
17.2,10.0,14,23.31,0
14.62,10.0,27,5.55,0
5.55,10.0,36,1.11,0
21.09,10.0,32,3.88,0
3.7,10.0,36,9.62,0
18.32,10.0,30,12.95,0
14.43,9.0,49,3.33,0
7.03,10.0,19,2.04,0
29.78,10.0,27,35.34,0
21.09,10.0,32,3.88,0
28.49,7.0,44,31.64,0
37.0,10.0,33,2.59,0
9.25,10.0,37,0.74,0
7.22,10.0,47,12.21,0
10.18,10.0,35,9.8,0
17.94,10.0,27,32.38,0
18.87,10.0,22,3.7,0
11.84,9.0,36,2.78,0
24.05,10.0,18,0.56,0
17.2,10.0,36,7.4,0
19.8,10.0,13,5.92,0
22.57,10.0,25,2.59,0
4.44,10.0,48,0.92,0
16.1,10.0,39,22.57,0
20.35,10.0,32,77.89,0
16.28,10.0,34,8.88,0
24.98,10.0,30,1.48,0
12.95,2.5,39,23.5,1
28.86,10.0,32,29.04,0
15.91,10.0,39,3.7,0
38.11,10.0,29,79.55,0
14.12,10.0,48,0.54,0
22.94,10.0,32,2.4,0
23.5,10.0,32,2.78,0
42.36,8.0,32,2.22,0
21.09,10.0,44,1.66,0
25.9,10.0,41,8.7,0
20.9,10.0,28,13.14,0
16.46,10.0,33,2.59,0
15.91,10.0,34,17.2,0
2.27,10.0,45,0.7,0
103.78,5.0,11,36.44,1
131.35,10.0,36,126.72,1
35.89,10.0,8,46.8,0
45.7,10.0,21,133.01,0
6.66,10.0,36,9.06,0
8.32,10.0,34,17.39,0
21.46,10.0,27,23.86,0
10.18,10.0,38,5.55,0
27.94,10.0,34,63.46,0
12.21,8.0,40,8.14,0
6.48,10.0,22,6.1,0
15.17,10.0,29,8.51,0
11.47,10.0,47,0.0,0
72.15,10.0,20,81.58,0
33.12,9.0,32,6.29,0
21.64,10.0,38,7.96,0
14.62,10.0,33,9.44,0
26.27,10.0,32,14.06,0
19.06,10.0,26,5.92,0
11.1,10.0,39,2.78,0
71.78,10.0,30,13.14,0
6.29,10.0,35,5.92,0
12.02,10.0,32,6.1,0
17.02,10.0,33,12.95,0
2.4,10.0,31,1.3,0
5.18,10.0,37,1.3,0
74.56,10.0,26,83.06,0
22.44,10.0,39,0.34,0
50.14,10.0,31,1.48,0
15.36,10.0,55,10.92,0
16.1,24.0,56,0.0,0
147.82,10.0,36,0.92,1
11.47,8.0,44,2.96,0
92.13,19.0,21,78.26,1
12.02,24.0,51,0.0,0
27.94,10.0,24,8.88,0
7.58,10.0,46,21.46,0
9.99,10.0,6,5.18,0
13.14,10.0,34,13.14,0
13.69,5.0,52,9.06,0
13.32,10.0,22,2.04,0
13.69,7.0,35,2.96,0
17.58,10.0,23,0.92,0
39.59,10.0,28,13.5,0
46.8,7.0,21,3.14,0
25.53,10.0,32,90.1,0
7.77,10.0,48,1.66,0
11.66,10.0,30,2.04,0
37.18,6.0,15,6.1,0
49.58,10.0,31,6.84,0
23.86,10.0,26,9.99,0
22.76,10.0,29,27.2,0
16.28,10.0,25,32.19,0
43.84,10.0,36,25.34,0
19.24,10.0,12,59.38,0
10.18,23.0,44,0.92,0
4.26,0.0,43,0.56,1
18.13,10.0,40,8.14,0
9.06,10.0,43,4.26,0
7.38,10.0,37,1.34,0
21.28,10.0,40,17.58,0
44.22,9.0,32,17.76,0
18.87,10.0,26,13.32,0
14.24,10.0,42,21.46,0
83.99,10.0,20,46.62,1
20.35,10.0,39,18.5,0
84.36,10.0,31,127.84,1
12.76,10.0,28,2.04,0
7.79,10.0,43,0.72,0
13.71,10.0,45,0.68,0
15.91,10.0,40,0.18,0
5.75,10.0,50,0.17,0
17.02,7.0,36,5.18,0
17.02,10.0,33,29.78,0
339.48,10.0,23,43.84,1
31.26,10.0,55,3.14,0
21.09,10.0,48,11.28,0
5.0,10.0,36,2.22,0
25.34,10.0,35,1.11,0
45.51,10.0,36,139.68,0
11.66,10.0,33,16.84,0
19.24,10.0,28,32.01,0
0.92,9.0,40,0.56,0
14.62,10.0,39,0.56,0
42.55,10.0,25,39.96,0
61.24,10.0,43,46.8,0
107.12,10.0,22,2.04,1
29.23,10.0,46,73.63,0
37.56,10.0,38,26.46,0
38.3,10.0,19,3.7,0
12.95,10.0,43,1.3,0
20.72,10.0,37,17.94,0
18.32,10.0,32,22.76,0
21.83,10.0,23,23.31,0
25.72,10.0,17,12.4,0
3.14,10.0,31,1.3,0
37.74,10.0,32,47.54,0
17.58,9.0,35,0.92,0
46.06,10.0,34,14.8,0
8.32,10.0,59,0.18,0
14.16,10.0,40,1.61,0
50.14,10.0,36,19.42,0
21.09,10.0,28,24.05,0
23.68,10.0,20,19.24,0
2.96,10.0,41,0.0,0
37.18,10.0,32,7.03,0
18.68,10.0,29,16.65,0
56.61,10.0,16,36.26,0
9.25,10.0,35,24.42,0
11.28,16.0,31,15.91,0
13.14,8.0,43,6.66,0
29.42,10.0,25,24.05,0
7.22,10.0,56,0.18,0
20.54,10.0,34,13.14,0
124.5,10.0,17,77.33,1
39.22,10.0,20,0.56,0
5.0,10.0,29,0.74,0
16.84,10.0,26,2.59,0
17.2,10.0,7,5.55,0
24.24,10.0,30,24.79,0
11.28,10.0,28,15.72,0
3.72,10.0,35,2.59,0
24.05,10.0,32,9.06,0
12.54,10.0,51,0.67,0
11.84,10.0,37,20.72,0
11.66,10.0,34,23.86,0
2.78,10.0,35,2.78,0
26.08,10.0,52,14.06,0
19.24,10.0,66,5.0,0
12.95,10.0,34,1.66,0
152.44,3.5,44,13.5,1
92.68,5.0,15,36.26,1
11.99,10.0,49,1.79,0
20.35,10.0,32,25.34,0
29.23,10.0,38,64.38,0
16.28,10.0,38,0.74,0
19.8,10.0,39,2.59,0
8.88,10.0,29,0.74,0
18.87,10.0,39,12.58,0
13.32,10.0,26,4.26,0
33.12,10.0,37,25.9,0
2.22,0.0,41,0.37,1
6.29,10.0,39,5.36,0
22.2,10.0,37,20.35,0
90.1,10.0,26,2.22,1
14.62,9.0,28,2.22,0
7.96,10.0,18,0.92,0
19.24,10.0,42,0.92,0
67.71,10.0,33,17.76,0
50.14,10.0,25,2.96,0
47.54,24.0,41,18.32,0
31.26,10.0,29,0.92,0
45.7,6.0,22,1.48,0
136.9,5.0,36,109.89,1
92.87,10.0,11,73.08,1
19.42,10.0,38,6.48,0
4.26,10.0,34,1.3,0
20.35,10.0,28,3.88,0
5.0,10.0,35,6.29,0
17.39,10.0,35,9.8,0
10.54,9.0,49,3.7,0
6.1,10.0,23,2.22,0
17.76,10.0,42,8.7,0
20.35,10.0,28,3.88,0
23.68,10.0,46,19.98,0
26.82,10.0,28,2.59,0
11.84,10.0,42,0.56,0
8.51,10.0,48,12.58,0
7.58,10.0,36,7.58,0
39.59,10.0,24,71.04,0
12.21,10.0,24,3.7,0
14.06,10.0,35,5.0,0
13.32,10.0,22,0.56,0
14.98,10.0,28,13.32,0
2.96,9.0,43,2.96,0
19.98,10.0,30,1.66,0
1.3,10.0,47,0.74,0
10.36,10.0,22,23.86,0
22.57,10.0,41,69.38,0
25.72,10.0,37,9.99,0
49.02,10.0,19,1.48,0
27.94,10.0,40,25.34,0
26.08,10.0,33,14.43,0
21.64,10.0,41,3.52,0
27.75,10.0,24,85.28,0
11.62,10.0,48,0.54,0
22.57,10.0,38,2.78,0
30.9,10.0,37,2.78,0
38.48,8.0,29,2.4,0
21.83,10.0,41,2.22,0
23.12,10.0,43,5.18,0
14.62,8.0,46,12.21,0
7.58,10.0,36,3.14,0
18.68,8.0,46,13.32,0
1.57,10.0,43,0.7,0
128.02,5.0,13,37.92,1
104.9,6.0,42,84.54,1
54.58,10.0,14,42.18,0
30.9,10.0,34,54.94,0
11.47,10.0,37,18.5,0
12.76,10.0,31,14.8,0
9.8,8.0,45,16.1,0
14.24,10.0,35,5.74,0
24.79,10.0,32,24.05,0
13.88,10.0,32,5.55,0
17.94,9.0,34,10.18,0
13.5,10.0,29,8.14,0
10.54,10.0,47,0.0,0
123.58,5.0,19,30.34,1
17.02,10.0,24,7.58,0
21.46,10.0,31,12.76,0
60.12,10.0,23,45.14,0
14.43,10.0,20,11.1,0
13.5,10.0,46,3.52,0
9.44,10.0,34,2.4,0
95.83,10.0,21,10.36,1
4.81,10.0,41,5.74,0
19.8,10.0,31,10.36,0
26.08,10.0,48,26.64,0
4.81,10.0,29,0.92,0
4.44,10.0,39,1.48,0
59.2,9.0,37,69.93,0
12.07,10.0,35,0.17,0
41.44,10.0,44,1.85,0
57.35,10.0,40,12.02,0
7.77,24.0,50,0.0,0
111.56,10.0,31,1.11,1
6.84,10.0,41,5.18,0
81.58,16.0,23,73.08,1
15.17,24.0,50,0.18,0
10.73,5.0,40,3.33,0
5.55,10.0,38,38.11,0
7.22,10.0,13,5.18,0
33.67,10.0,35,15.72,0
7.77,5.0,50,1.3,0
7.58,10.0,36,1.85,0
22.94,7.0,37,6.48,0
17.39,10.0,25,0.92,0
35.89,10.0,25,13.5,0
29.04,8.0,22,3.14,0
31.64,10.0,33,83.8,0
9.44,10.0,40,1.11,0
8.14,10.0,39,1.66,0
51.43,4.8,18,5.36,1
43.1,10.0,29,7.58,0
58.09,10.0,32,6.84,0
21.46,10.0,36,23.31,0
12.58,10.0,43,42.55,0
44.96,9.0,24,39.22,0
33.67,10.0,14,50.5,0
8.51,21.0,44,1.11,0
6.29,10.0,42,0.74,0
15.91,10.0,39,6.84,0
10.36,10.0,37,3.7,0
11.24,10.0,33,1.51,0
17.76,10.0,37,21.46,0
70.48,9.0,39,19.06,0
25.72,10.0,38,15.54,0
10.54,10.0,50,10.92,0
167.06,1.0,31,25.53,1
9.8,10.0,29,10.92,0
47.18,10.0,29,61.05,0
9.62,10.0,31,2.4,0
11.96,10.0,51,0.72,0
11.85,10.0,43,1.02,0
15.54,10.0,46,0.18,0
4.4,10.0,41,0.17,0
7.03,3.0,40,5.18,1
28.86,10.0,40,63.08,0
359.27,10.0,14,32.93,1
44.77,10.0,51,4.07,0
22.02,10.0,45,7.22,0
3.7,10.0,31,4.07,0
26.64,10.0,42,1.3,0
34.04,6.0,42,115.81,0
20.9,7.0,55,12.4,0
20.54,7.0,39,21.09,0
1.66,9.0,49,0.92,0
10.92,10.0,41,0.56,0
41.07,10.0,30,32.93,0
42.18,10.0,36,59.76,0
97.31,10.0,25,1.85,1
6.48,10.0,44,24.6,0
42.55,10.0,35,39.22,0
73.26,10.0,18,3.33,0
12.4,10.0,45,1.3,0
10.54,10.0,22,36.63,0
13.5,8.0,40,18.32,0
9.06,10.0,19,4.81,0
14.8,10.0,19,9.8,0
2.96,10.0,29,1.48,0
50.88,7.0,39,62.16,0
7.77,9.0,34,1.11,0
33.85,10.0,14,6.1,0
12.21,10.0,55,0.18,0
10.57,10.0,43,1.61,0
20.54,8.0,34,15.36,0
31.82,10.0,23,36.82,0
20.16,9.0,33,26.08,0
3.33,10.0,42,0.0,0
24.98,10.0,35,4.26,0
10.73,10.0,25,10.92,0
74.74,10.0,21,72.7,0
38.3,7.0,43,83.62,0
5.36,16.0,38,8.32,0
12.76,10.0,42,6.66,0
27.56,10.0,18,20.35,0
4.26,10.0,51,0.37,0
15.72,10.0,31,13.14,0
277.32,10.0,18,74.0,1
54.76,10.0,18,0.56,0
7.03,9.0,31,0.74,0
11.28,10.0,26,1.85,0
20.54,10.0,19,9.06,0
20.9,10.0,24,12.76,0
6.66,10.0,43,12.02,0
1.13,10.0,36,2.91,0
16.84,10.0,34,8.51,0
14.55,10.0,50,0.67,0
51.06,10.0,40,44.22,0
8.51,10.0,29,26.08,0
12.4,10.0,25,6.48,0
16.1,10.0,42,16.46,0
14.98,8.0,71,3.7,0
10.73,10.0,37,3.14,0
62.9,10.0,38,14.98,0
57.35,10.0,22,36.26,0
15.56,10.0,46,1.61,0
14.43,9.0,53,16.65,0
6.1,10.0,40,17.02,0
16.46,10.0,41,2.04,0
22.2,10.0,39,4.07,0
7.22,10.0,26,1.85,0
4.26,10.0,39,2.4,0
24.05,10.0,20,4.44,0
18.32,10.0,39,12.95,0
5.55,2.0,40,0.56,1
22.57,10.0,34,5.36,0
38.48,10.0,32,24.79,0
62.16,10.0,35,2.04,0
19.24,10.0,34,5.0,0
5.18,10.0,20,0.92,0
33.85,10.0,43,1.11,0
58.09,10.0,30,14.06,0
51.8,10.0,14,0.74,0
1.11,24.0,44,4.26,0
43.66,10.0,33,0.56,0
55.13,6.0,16,1.3,0
130.43,10.0,36,93.61,1
86.58,8.0,22,92.32,1
30.34,10.0,30,11.66,0
5.92,10.0,36,1.3,0
20.9,3.5,41,4.62,1
7.77,10.0,35,3.52,0
21.64,10.0,30,9.99,0
14.24,9.0,48,3.52,0
9.99,10.0,11,6.66,0
17.58,0.4,49,20.16,1
20.9,3.5,41,4.62,1
20.16,10.0,42,32.93,0
54.02,10.0,29,2.59,0
10.92,10.0,44,0.56,0
11.28,10.0,42,18.87,0
8.88,10.0,35,9.99,0
19.61,10.0,30,37.74,0
7.4,10.0,24,2.96,0
14.8,8.0,43,4.44,0
25.72,10.0,23,0.56,0
13.14,10.0,31,6.84,0
5.55,8.0,41,4.62,0
14.8,10.0,29,1.3,0
1.11,10.0,42,1.11,0
10.92,10.0,30,19.24,0
12.4,10.0,31,43.1,0
17.02,10.0,37,6.48,0
65.12,10.0,20,1.48,0
4.44,10.0,40,4.26,0
24.6,10.0,29,27.56,0
15.54,8.0,39,3.52,0
33.67,10.0,25,69.0,0
15.37,10.0,46,0.54,0
12.76,10.0,37,1.85,0
36.26,10.0,35,2.96,0
58.83,8.0,38,2.22,0
7.96,10.0,42,2.04,0
24.05,9.0,40,8.51,0
28.68,10.0,31,34.6,0
5.74,10.0,38,2.59,0
25.53,10.0,26,10.92,0
1.92,10.0,39,0.52,0
136.53,5.0,13,53.28,1
142.08,8.0,37,135.79,1
57.16,10.0,15,47.18,0
41.81,10.0,28,108.41,0
8.7,6.0,49,21.83,0
13.88,7.0,19,9.06,0
25.72,10.0,39,24.42,0
9.44,10.0,37,8.88,0
16.46,10.0,26,37.0,0
14.06,5.0,20,9.62,0
16.65,10.0,29,8.32,0
15.17,10.0,30,9.62,0
12.02,10.0,49,0.0,0
138.2,10.0,16,37.56,1
4.26,10.0,25,7.03,0
25.9,10.0,37,17.58,0
14.62,10.0,31,8.14,0
42.92,10.0,21,36.26,0
7.4,10.0,28,3.52,0
11.28,10.0,31,2.4,0
60.12,10.0,20,11.84,0
3.7,10.0,40,2.22,0
9.99,10.0,51,4.26,0
6.1,6.0,45,8.14,0
4.62,10.0,34,0.92,0
3.33,10.0,34,1.48,0
69.74,10.0,22,83.8,0
24.82,10.0,35,0.0,0
62.53,10.0,35,1.48,0
70.11,10.0,47,34.78,0
14.98,24.0,52,0.0,0
94.16,10.0,27,1.11,1
10.36,10.0,37,5.55,0
72.15,13.0,24,70.48,0
8.88,24.0,54,0.0,0
15.36,10.0,25,3.88,0
6.29,10.0,37,11.66,0
5.0,10.0,15,3.7,0
21.46,10.0,26,7.77,0
5.92,4.0,45,2.22,1
10.18,10.0,35,1.85,0
36.26,8.0,32,7.4,0
6.48,10.0,31,0.92,0
63.64,10.0,25,15.54,0
57.54,7.0,23,2.59,0
6.29,10.0,38,39.4,0
14.98,10.0,40,1.48,0
8.51,10.0,44,2.04,0
67.71,8.0,26,2.04,0
34.78,10.0,32,5.0,0
51.43,10.0,32,12.4,0
30.16,10.0,28,22.38,0
12.95,3.8,41,23.12,1
33.67,10.0,26,34.22,0
71.96,10.0,14,45.51,0
8.7,21.0,48,0.92,0
4.44,0.0,41,0.74,1
14.43,10.0,43,6.66,0
8.14,10.0,36,2.78,0
10.24,10.0,37,1.34,0
18.32,10.0,38,20.16,0
32.56,10.0,24,20.35,0
22.02,10.0,37,11.47,0
13.5,10.0,43,19.61,0
67.34,7.0,33,20.16,0
19.06,10.0,27,14.62,0
139.49,10.0,17,140.78,1
15.17,10.0,31,3.14,0
13.04,10.0,48,0.72,0
13.03,10.0,46,0.85,0
13.14,10.0,46,0.18,0
2.2,10.0,40,0.17,0
14.62,10.0,28,5.55,0
5.74,10.0,38,10.73,0
204.98,10.0,14,44.96,1
88.43,10.0,46,3.7,1
20.9,10.0,40,5.18,0
4.81,10.0,30,3.14,0
29.04,10.0,39,0.92,0
32.56,10.0,32,99.9,0
16.46,10.0,46,7.03,0
24.98,10.0,32,12.76,0
1.48,5.0,49,0.37,0
6.29,10.0,49,0.56,0
26.64,10.0,32,10.73,0
92.32,10.0,23,85.84,1
107.3,10.0,22,1.85,1
8.88,10.0,35,28.68,0
41.44,10.0,33,36.82,0
37.18,10.0,16,3.33,0
2.04,10.0,42,2.04,0
17.02,10.0,35,16.84,0
7.96,5.0,40,17.39,0
22.2,10.0,15,16.46,0
16.28,10.0,28,13.14,0
2.59,9.0,30,1.3,0
46.8,10.0,30,35.15,0
5.74,9.0,34,1.11,0
87.69,10.0,23,10.36,1
14.8,10.0,52,0.18,0
10.57,10.0,41,1.61,0
25.9,8.0,31,25.9,0
29.04,10.0,23,45.32,0
15.54,10.0,30,16.46,0
4.26,10.0,43,0.0,0
39.03,10.0,35,7.03,0
16.1,10.0,39,15.91,0
59.2,8.0,28,22.2,0
5.92,10.0,39,19.61,0
11.47,16.0,41,12.95,0
13.14,10.0,41,14.24,0
13.5,10.0,19,25.53,0
7.77,10.0,44,0.18,0
13.88,10.0,34,12.21,0
174.46,10.0,27,55.68,1
37.0,10.0,23,0.37,0
2.59,10.0,30,0.74,0
8.51,9.0,33,2.22,0
29.04,10.0,9,6.29,0
19.24,10.0,26,11.66,0
8.51,10.0,34,14.06,0
1.94,10.0,29,2.91,0
19.8,10.0,37,11.28,0
9.53,10.0,50,1.0,0
14.98,10.0,32,27.2,0
4.62,10.0,27,15.91,0
10.73,10.0,30,12.58,0
27.01,10.0,38,15.91,0
5.55,10.0,56,3.7,0
18.87,10.0,42,2.4,0
44.03,10.0,37,14.43,0
62.16,10.0,17,43.66,0
15.92,10.0,48,1.43,0
26.08,10.0,34,28.68,0
46.06,10.0,35,89.91,0
11.84,0.0,41,1.85,1
45.51,10.0,37,9.44,0
15.91,10.0,29,2.59,0
5.18,10.0,41,5.55,0
18.32,10.0,30,2.96,0
24.42,10.0,36,23.5,0
8.88,10.0,38,0.56,0
23.31,10.0,32,3.7,0
31.82,10.0,23,23.86,0
32.56,10.0,31,2.04,0
29.42,10.0,29,6.29,0
4.62,10.0,19,1.66,0
66.6,10.0,42,1.11,0
56.06,10.0,28,21.28,0
52.72,10.0,21,2.04,0
6.84,24.0,37,2.4,0
28.49,10.0,24,0.92,0
51.62,6.0,16,2.04,0
109.34,10.0,22,120.06,1
175.75,10.0,19,124.88,1
20.35,10.0,33,12.21,0
4.62,10.0,38,1.11,0
20.54,10.0,30,4.81,0
17.39,10.0,34,7.77,0
28.49,10.0,29,14.06,0
15.36,8.0,49,5.74,0
12.58,10.0,21,4.44,0
22.94,10.0,35,11.28,0
19.24,10.0,33,7.4,0
30.9,10.0,47,27.01,0
36.26,10.0,37,2.4,0
11.1,10.0,44,0.74,0
20.54,10.0,44,31.82,0
17.94,10.0,37,12.95,0
28.12,10.0,32,32.56,0
4.81,10.0,25,6.84,0
16.28,10.0,35,8.88,0
19.06,10.0,24,3.52,0
17.02,10.0,37,22.2,0
2.22,10.0,37,3.33,0
26.46,10.0,22,1.48,0
5.0,10.0,42,2.22,0
14.98,10.0,41,45.32,0
31.26,10.0,25,109.52,0
17.58,10.0,39,14.24,0
51.43,10.0,17,4.62,0
13.14,10.0,17,5.74,0
25.9,10.0,31,18.87,0
14.98,8.0,41,8.32,0
35.15,10.0,21,88.8,0
19.66,10.0,50,0.54,0
20.9,10.0,39,5.55,0
41.44,9.0,35,3.33,0
68.64,8.0,39,2.59,0
6.48,7.0,45,1.85,0
22.94,10.0,36,11.28,0
5.36,4.0,44,11.84,1
6.84,8.0,40,3.88,0
21.64,10.0,33,7.22,0
3.5,10.0,43,0.87,0
143.38,5.0,10,48.66,1
172.79,6.0,37,155.96,1
20.54,8.0,21,59.02,0
28.12,10.0,28,46.99,0
16.65,10.0,31,63.64,0
21.28,10.0,19,12.4,0
5.74,4.0,45,14.24,1
11.66,10.0,33,9.99,0
99.34,10.0,33,133.57,1
15.54,8.0,22,7.77,0
6.84,10.0,41,6.29,0
20.72,10.0,27,14.43,0
11.1,10.0,45,0.0,0
66.04,10.0,21,50.88,0
11.1,10.0,16,5.92,0
64.19,10.0,36,22.94,0
29.6,10.0,39,19.98,0
68.26,8.0,24,43.84,0
25.9,10.0,30,8.88,0
29.04,10.0,36,10.18,0
36.44,10.0,23,9.62,0
11.28,3.0,42,13.14,1
26.08,10.0,33,10.36,0
7.03,10.0,48,13.14,0
7.4,10.0,29,2.04,0
8.14,10.0,36,2.96,0
64.01,10.0,34,102.68,0
26.01,10.0,32,0.17,0
54.94,10.0,32,2.22,0
5.92,10.0,47,6.84,0
17.58,24.0,59,0.0,0
69.74,10.0,24,1.11,0
5.0,6.0,48,7.03,0
82.7,10.0,29,85.1,1
16.1,24.0,53,0.18,0
12.76,10.0,23,6.84,0
5.18,6.0,40,10.18,0
5.74,10.0,9,2.78,0
30.34,10.0,30,19.42,0
9.8,5.0,35,9.06,0
3.14,10.0,37,2.59,0
29.42,5.0,51,4.81,0
12.02,10.0,26,2.59,0
58.64,10.0,26,15.54,0
78.81,7.0,26,1.85,1
24.05,10.0,31,142.64,0
