pm25,visibility,traffic,nox,action
74.18,10.0,22,20.54,0
7.03,10.0,17,2.96,0
61.24,10.0,28,1.11,0
22.2,10.0,30,2.22,0
48.28,10.0,27,29.23,0
77.7,3.5,28,3.33,1
16.84,10.0,25,0.92,0
6.1,10.0,14,0.37,0
14.62,10.0,44,1.11,0
27.94,9.0,31,4.81,0
34.41,10.0,23,0.56,0
12.76,24.0,35,22.2,0
26.08,10.0,37,0.18,0
50.69,10.0,21,2.22,0
32.93,10.0,36,35.52,0
22.76,10.0,10,50.5,0
15.17,10.0,25,9.44,0
13.14,9.0,38,0.56,0
18.32,9.0,32,2.96,0
9.8,9.0,41,18.87,0
58.09,10.0,26,28.86,0
11.1,10.0,47,1.85,0
28.49,10.0,24,3.52,0
65.68,10.0,24,59.76,0
18.32,9.0,31,2.96,0
15.72,10.0,45,63.08,0
27.38,10.0,30,1.85,0
8.7,9.0,38,0.56,0
9.06,10.0,35,18.32,0
10.36,10.0,37,14.06,0
71.22,10.0,23,88.43,0
17.39,10.0,41,5.18,0
10.73,9.0,32,1.66,0
49.58,10.0,25,0.92,0
2.59,10.0,40,7.96,0
12.02,10.0,15,2.04,0
17.02,10.0,21,1.48,0
8.88,10.0,39,0.56,0
4.62,10.0,40,19.98,0
47.54,10.0,26,75.67,0
8.7,10.0,39,4.62,0
17.94,10.0,31,3.14,0
5.18,10.0,25,6.66,0
24.42,3.7,42,53.28,1
17.94,10.0,34,4.62,0
17.02,10.0,30,53.65,0
13.5,10.0,42,0.56,0
11.28,10.0,37,2.59,0
29.23,10.0,41,4.26,0
46.06,6.0,43,0.92,0
16.46,9.0,45,2.04,0
7.4,10.0,41,8.32,0
34.41,10.0,40,27.2,0
8.14,2.0,40,4.44,1
30.9,10.0,30,20.16,0
9.0,0.1,49,3.67,1
185.18,10.0,9,136.34,1
188.7,10.0,37,94.54,1
56.24,7.0,22,119.7,0
85.1,10.0,29,162.24,1
35.52,10.0,43,46.8,0
24.42,10.0,26,16.65,0
34.41,10.0,40,27.2,0
8.14,10.0,37,10.18,0
62.9,10.0,35,116.18,0
28.68,6.0,29,12.4,0
13.69,7.0,48,7.22,0
15.54,10.0,26,5.92,0
5.74,10.0,40,0.0,0
109.34,10.0,22,99.72,1
18.87,10.0,11,22.02,0
24.6,9.0,33,3.33,0
6.48,10.0,37,8.32,0
26.27,10.0,37,13.69,0
17.02,9.0,29,2.04,0
14.24,10.0,41,1.11,0
32.74,10.0,24,5.92,0
8.14,10.0,43,17.2,0
4.07,10.0,45,10.73,0
27.94,6.0,39,37.74,0
14.06,10.0,20,0.92,0
14.62,10.0,20,0.56,0
34.97,10.0,39,46.8,0
4.25,9.0,37,0.0,0
44.96,6.0,29,1.11,0
22.02,10.0,27,34.78,0
3.52,24.0,40,0.18,0
103.6,10.0,33,1.48,1
8.7,10.0,25,2.04,0
58.64,13.0,39,79.18,0
2.4,24.0,43,0.0,0
5.55,9.0,39,12.02,0
18.68,10.0,28,22.2,0
14.43,10.0,17,16.84,0
18.13,10.0,19,14.8,0
39.4,10.0,28,17.94,0
7.58,10.0,28,0.92,0
37.18,10.0,33,5.0,0
4.26,10.0,6,0.56,0
10.54,10.0,25,5.36,0
81.77,7.0,32,9.25,1
28.68,9.0,44,68.45,0
7.03,10.0,53,0.56,0
8.14,10.0,38,2.59,0
34.6,10.0,23,3.88,0
52.36,10.0,28,6.29,0
33.67,10.0,31,32.38,0
33.12,10.0,25,26.27,0
25.9,10.0,35,89.36,0
23.68,10.0,21,26.46,0
59.02,10.0,12,75.67,0
8.32,21.0,44,0.56,0
27.38,9.0,37,0.56,0
6.1,9.0,43,2.78,0
9.06,10.0,52,0.92,0
16.78,10.0,35,1.34,0
15.54,10.0,42,12.4,0
18.68,10.0,35,16.65,0
15.91,10.0,35,20.9,0
43.66,10.0,50,34.6,0
46.44,10.0,17,83.99,0
25.53,10.0,27,34.97,0
19.61,6.0,48,51.98,0
17.2,10.0,30,1.66,0
7.58,9.0,34,2.59,0
12.21,10.0,44,0.37,0
11.34,9.0,43,1.08,0
2.04,10.0,48,0.18,0
22.28,10.0,40,12.96,0
43.66,10.0,38,67.34,0
41.07,10.0,15,63.46,0
18.87,10.0,49,2.22,0
58.46,10.0,14,22.94,0
2.4,10.0,38,2.22,0
16.84,10.0,32,1.48,0
24.79,10.0,35,91.94,0
32.93,10.0,25,28.49,0
62.72,10.0,30,44.4,0
3.14,10.0,38,0.0,0
11.66,10.0,43,0.37,0
9.99,10.0,20,4.44,0
59.38,10.0,32,53.84,0
46.99,10.0,26,2.78,0
28.3,10.0,37,76.22,0
22.76,9.0,35,42.18,0
45.14,10.0,23,4.26,0
9.99,2.0,43,1.48,1
7.4,10.0,38,37.56,0
27.2,10.0,26,45.51,0
60.12,10.0,20,39.96,0
15.36,10.0,15,15.36,0
12.76,10.0,19,1.11,0
46.25,10.0,30,47.54,0
8.7,10.0,34,0.18,0
46.8,10.0,32,3.52,0
4.44,10.0,55,0.18,0
8.51,10.0,42,4.07,0
84.92,8.0,31,41.26,1
33.67,10.0,25,53.65,0
19.24,10.0,42,21.83,0
2.22,10.0,42,0.0,0
36.82,10.0,23,2.04,0
10.73,10.0,40,10.54,0
78.26,10.0,29,72.89,1
58.46,8.0,37,65.86,0
0.74,16.0,42,4.44,0
8.88,10.0,52,6.1,0
25.53,7.0,14,35.52,0
21.46,10.0,53,0.0,0
25.53,10.0,39,23.12,0
67.9,10.0,34,22.38,0
19.06,10.0,10,0.37,0
13.69,10.0,16,0.18,0
12.4,10.0,9,1.3,0
12.58,10.0,9,10.18,0
26.46,10.0,13,20.9,0
46.8,10.0,29,52.91,0
23.86,10.0,34,0.56,0
23.68,10.0,36,4.44,0
18.45,10.0,45,0.36,0
7.58,7.0,44,16.84,1
11.66,10.0,24,37.74,0
4.44,10.0,42,3.33,0
49.21,10.0,37,44.03,0
6.66,10.0,61,8.7,0
25.9,10.0,65,0.74,0
57.9,10.0,27,96.38,0
118.03,10.0,18,43.1,1
11.99,10.0,48,2.33,0
13.14,10.0,48,28.12,0
55.68,10.0,29,83.99,0
3.52,2.0,40,0.37,1
24.79,10.0,25,2.78,0
10.92,10.0,18,1.48,0
6.84,9.0,31,1.85,0
66.23,10.0,20,21.64,0
5.55,10.0,10,2.96,0
48.84,10.0,38,1.48,0
22.94,10.0,36,2.59,0
60.5,10.0,25,39.03,0
53.46,10.0,18,3.14,0
25.72,9.0,25,0.74,0
4.62,10.0,12,0.37,0
13.88,10.0,43,1.11,0
18.5,9.0,31,6.84,0
32.38,10.0,23,0.74,0
17.2,24.0,46,12.76,0
30.16,10.0,36,0.18,0
57.16,10.0,19,2.22,0
48.1,10.0,32,92.68,0
165.39,10.0,13,62.34,1
17.76,10.0,25,6.48,0
7.77,10.0,37,0.37,0
16.28,5.0,32,3.14,0
7.58,7.0,41,13.88,0
49.95,10.0,21,18.13,0
2.78,8.0,54,3.14,0
19.06,10.0,24,5.92,0
39.96,10.0,32,51.24,0
16.28,9.0,33,3.14,0
22.76,10.0,37,58.64,0
29.23,10.0,32,1.85,0
13.5,10.0,38,0.37,0
14.62,10.0,43,25.34,0
5.74,10.0,37,10.54,0
45.32,6.0,26,86.21,0
22.94,0.0,40,6.1,1
9.99,10.0,35,1.3,0
42.36,10.0,30,0.92,0
5.36,10.0,47,9.8,0
3.7,10.0,27,2.4,0
17.39,10.0,23,0.92,0
11.66,10.0,44,0.74,0
6.48,10.0,48,37.74,0
72.89,10.0,29,115.44,0
14.24,10.0,39,5.36,0
42.0,10.0,38,2.96,0
5.55,10.0,45,15.36,0
39.59,10.0,41,40.52,0
16.65,10.0,36,3.52,0
25.16,10.0,28,51.98,0
12.4,10.0,47,0.56,0
14.98,2.0,40,2.78,1
23.31,10.0,37,3.33,0
40.88,7.0,46,1.11,0
22.02,10.0,42,1.48,0
8.14,10.0,41,7.03,0
48.84,10.0,38,38.66,0
12.58,2.0,40,5.36,1
39.59,10.0,27,37.0,0
14.14,7.0,69,0.73,0
151.7,2.5,16,67.34,1
161.5,9.0,35,105.45,1
47.73,10.0,25,128.21,0
66.42,10.0,24,156.88,0
45.51,10.0,41,56.61,0
43.29,10.0,20,19.06,0
48.84,10.0,38,38.66,0
6.66,10.0,47,9.44,0
64.19,10.0,41,77.52,0
38.85,5.0,20,27.2,0
11.66,10.0,31,18.5,0
13.14,10.0,32,5.36,0
13.69,10.0,37,0.0,0
102.68,10.0,25,56.8,1
22.94,10.0,30,21.28,0
20.16,9.0,34,3.33,0
6.48,10.0,47,12.21,0
44.22,10.0,27,17.39,0
3.7,10.0,23,2.59,0
12.76,10.0,38,0.92,0
25.53,10.0,34,5.36,0
9.44,7.0,44,19.61,0
11.28,10.0,48,22.2,0
33.48,0.1,42,46.99,1
15.36,10.0,13,1.3,0
10.18,10.0,21,0.18,0
62.72,10.0,34,64.01,0
3.57,10.0,40,0.0,0
59.02,5.0,23,2.22,0
23.68,10.0,29,14.43,0
8.14,24.0,45,0.18,0
65.31,10.0,27,1.85,0
8.14,10.0,26,2.78,0
61.79,10.0,40,95.83,0
2.4,10.0,34,0.0,0
10.18,10.0,33,5.0,0
25.53,10.0,29,20.9,0
16.28,10.0,20,21.09,0
17.02,10.0,25,15.72,0
35.52,10.0,29,14.24,0
12.4,10.0,34,1.66,0
40.15,7.0,29,5.0,0
3.52,10.0,13,0.56,0
17.2,10.0,33,7.22,0
59.38,9.0,27,10.18,0
42.55,10.0,30,66.04,0
9.44,9.0,45,0.92,0
8.32,2.0,39,2.4,1
24.79,7.0,24,4.07,0
80.1,10.0,16,6.66,1
23.31,10.0,22,12.21,0
35.89,10.0,23,29.97,0
25.72,10.0,39,61.24,0
35.34,10.0,20,30.9,0
86.4,10.0,12,79.55,1
4.44,19.0,39,0.74,0
25.16,10.0,31,0.74,0
5.0,10.0,46,2.4,0
11.84,10.0,44,0.74,0
7.89,10.0,41,1.01,0
17.58,10.0,41,12.58,0
18.87,10.0,32,20.54,0
93.98,10.0,34,67.71,1
17.76,10.0,48,32.56,0
62.9,4.5,34,139.3,1
14.43,10.0,26,19.42,0
31.82,10.0,42,69.56,0
29.97,10.0,23,1.11,0
9.25,10.0,42,1.11,0
20.35,10.0,47,0.18,0
12.06,10.0,47,0.9,0
2.59,10.0,38,0.18,0
33.6,10.0,31,15.7,0
40.52,10.0,30,59.94,0
36.44,10.0,13,84.92,0
26.64,10.0,48,2.22,0
69.38,10.0,36,19.98,0
4.62,10.0,32,2.78,0
17.39,10.0,35,1.85,0
23.86,10.0,33,91.39,0
45.7,10.0,41,23.68,0
57.72,10.0,29,34.97,0
6.84,10.0,38,0.18,0
12.95,10.0,43,0.37,0
8.32,10.0,18,2.96,0
24.98,10.0,22,61.98,0
52.72,10.0,27,2.59,0
79.0,10.0,29,97.5,1
37.56,10.0,36,35.7,0
63.46,10.0,23,3.52,0
9.06,10.0,44,1.48,0
7.58,10.0,41,18.87,0
23.68,10.0,27,53.1,0
69.0,10.0,20,43.29,0
20.35,10.0,25,10.92,0
10.18,10.0,20,1.11,0
24.24,10.0,38,43.66,0
11.1,10.0,35,0.37,0
41.44,10.0,31,3.33,0
17.58,10.0,50,0.18,0
8.14,10.0,43,4.26,0
75.48,8.0,36,39.22,1
34.41,10.0,29,46.99,0
21.46,10.0,24,51.8,0
12.02,10.0,37,0.0,0
26.64,9.0,25,1.66,0
10.73,10.0,28,19.98,0
88.24,10.0,28,76.04,1
81.96,6.0,36,101.38,1
5.36,10.0,47,1.66,0
17.2,10.0,43,3.33,0
29.78,10.0,41,37.18,0
28.3,10.0,46,0.0,0
15.72,10.0,38,15.36,0
81.58,10.0,28,31.82,1
29.04,10.0,14,0.37,0
15.54,10.0,16,0.92,0
13.14,10.0,17,1.11,0
17.2,10.0,10,11.66,0
27.2,10.0,14,32.01,0
63.46,10.0,26,88.98,0
12.58,10.0,28,0.56,0
23.5,9.0,33,5.92,0
9.95,10.0,44,0.36,0
9.25,10.0,33,12.21,0
3.14,10.0,16,43.48,0
14.06,10.0,17,3.33,0
39.4,10.0,27,49.02,0
3.14,10.0,30,4.81,0
12.95,10.0,60,1.11,0
74.0,10.0,41,31.45,0
81.58,10.0,22,45.88,1
11.81,10.0,45,2.5,0
13.14,10.0,47,22.2,0
83.62,4.0,39,67.53,1
5.36,0.0,41,0.37,1
30.9,7.0,36,3.33,0
10.18,10.0,27,1.85,0
7.58,10.0,34,1.66,0
81.22,10.0,22,24.98,1
9.06,10.0,26,1.85,0
43.1,2.0,40,0.56,1
18.68,9.0,36,2.78,0
40.88,10.0,16,46.44,0
51.06,10.0,20,3.14,0
27.75,9.0,27,0.92,0
4.44,10.0,12,0.37,0
17.76,10.0,38,1.3,0
14.24,10.0,44,3.7,0
42.0,10.0,19,0.56,0
6.29,10.0,53,11.66,0
19.98,10.0,26,0.18,0
51.98,10.0,20,2.04,0
47.36,10.0,20,60.31,0
171.86,10.0,15,76.96,1
20.9,10.0,15,14.8,0
12.02,10.0,35,0.37,0
10.18,9.0,37,2.78,0
8.7,0.0,41,10.73,1
56.42,10.0,26,23.86,0
2.59,9.0,57,3.88,0
15.36,10.0,26,6.1,0
46.62,10.0,29,50.5,0
10.18,9.0,37,2.78,0
27.75,10.0,36,80.29,0
24.24,10.0,37,1.66,0
15.36,10.0,38,0.37,0
11.28,10.0,45,15.72,0
9.44,10.0,38,14.24,0
46.62,4.0,34,85.1,1
17.2,0.0,40,5.18,1
9.25,10.0,33,1.66,0
39.78,10.0,31,1.3,0
7.4,10.0,50,22.57,0
2.96,10.0,32,1.85,0
18.13,10.0,27,1.11,0
12.58,10.0,50,0.74,0
9.44,10.0,48,24.42,0
105.45,10.0,35,112.66,1
9.8,10.0,41,3.14,0
66.6,10.0,35,4.26,0
5.0,10.0,26,10.73,0
39.59,10.0,30,57.16,0
21.83,10.0,39,3.52,0
22.02,10.0,29,71.22,0
12.76,10.0,43,0.56,0
9.8,10.0,39,2.22,0
34.6,10.0,42,2.4,0
66.42,7.0,44,2.4,0
16.65,10.0,39,2.04,0
20.16,10.0,37,12.4,0
47.54,10.0,27,33.67,0
12.95,2.0,40,5.74,1
37.74,10.0,21,49.21,0
7.71,10.0,36,0.55,0
183.15,10.0,10,71.96,1
152.07,10.0,32,131.54,1
54.02,10.0,19,125.8,0
54.58,10.0,21,113.22,0
17.76,8.0,40,89.54,0
35.89,10.0,23,12.58,0
47.54,10.0,27,33.67,0
6.48,10.0,46,7.4,0
27.01,10.0,36,59.57,0
29.23,10.0,24,10.73,0
13.32,10.0,52,8.88,0
13.32,10.0,37,4.62,0
11.28,9.0,42,0.0,0
106.19,10.0,20,37.74,1
9.44,5.0,29,11.28,0
26.46,10.0,29,3.33,0
15.54,10.0,43,17.02,0
67.16,10.0,25,52.36,0
10.73,10.0,25,4.26,0
17.02,9.0,41,1.66,0
16.84,10.0,30,4.62,0
14.43,0.2,43,19.61,1
14.06,10.0,45,23.31,0
53.28,10.0,34,43.48,0
7.77,10.0,18,1.48,0
9.25,10.0,22,0.18,0
66.78,9.0,31,69.93,0
1.87,10.0,33,0.0,0
44.58,8.0,21,2.04,0
15.54,10.0,32,12.21,0
14.62,24.0,49,0.0,0
37.92,10.0,21,2.4,0
14.24,10.0,37,2.04,0
79.74,10.0,38,134.31,1
6.66,10.0,38,0.0,0
15.17,10.0,18,7.03,0
29.23,10.0,31,21.28,0
34.97,10.0,17,51.62,0
23.12,10.0,27,18.5,0
35.34,10.0,27,18.13,0
6.84,10.0,37,1.66,0
27.2,5.0,34,4.26,0
9.99,10.0,16,0.56,0
18.5,10.0,28,7.77,0
29.23,10.0,24,9.44,0
70.11,5.0,39,113.59,0
9.8,10.0,45,3.14,0
3.7,10.0,39,2.04,0
31.45,8.0,22,3.7,0
78.26,10.0,20,7.96,1
25.72,10.0,22,14.24,0
54.58,10.0,22,42.92,0
35.7,10.0,37,81.4,0
26.27,10.0,33,18.5,0
76.59,10.0,13,79.92,1
3.7,13.0,40,1.3,0
23.31,10.0,36,0.56,0
4.62,10.0,43,3.14,0
8.88,9.0,49,0.56,0
3.36,10.0,41,0.67,0
17.2,10.0,40,15.72,0
34.97,10.0,31,27.38,0
78.62,10.0,25,44.58,1
32.74,0.4,46,49.95,1
54.76,10.0,30,69.38,0
57.16,10.0,22,52.17,0
49.95,4.6,46,108.04,1
27.2,10.0,27,2.22,0
6.29,10.0,49,0.74,0
24.24,10.0,42,0.18,0
14.94,9.0,44,0.9,0
3.7,10.0,37,0.0,0
62.08,10.0,30,14.79,0
65.68,4.5,42,59.57,1
45.32,10.0,49,4.62,0
26.82,10.0,28,14.62,0
5.36,10.0,35,3.88,0
34.97,10.0,36,1.66,0
37.18,10.0,34,121.73,0
42.92,10.0,26,32.01,0
77.33,10.0,30,47.73,1
1.11,10.0,42,0.18,0
17.76,10.0,45,0.37,0
9.99,10.0,29,3.33,0
42.18,10.0,22,59.76,0
45.51,10.0,27,2.96,0
44.77,10.0,34,84.18,0
38.48,10.0,37,36.08,0
70.3,10.0,23,3.7,0
5.0,2.0,43,1.85,1
11.47,3.8,47,29.04,1
30.16,10.0,29,46.44,0
49.21,10.0,26,46.06,0
22.02,10.0,24,16.65,0
5.74,10.0,20,0.92,0
26.64,10.0,28,34.04,0
9.44,9.0,34,0.18,0
59.57,10.0,33,2.78,0
24.05,10.0,47,0.0,0
11.66,10.0,45,5.0,0
71.04,10.0,28,36.08,0
26.27,10.0,18,41.62,0
53.28,10.0,23,15.54,0
9.06,10.0,38,0.0,0
36.26,10.0,31,2.22,0
19.06,10.0,28,24.24,0
50.88,10.0,29,67.34,0
86.76,10.0,35,107.12,1
4.07,16.0,39,6.1,0
9.44,10.0,49,5.0,0
43.48,5.0,43,41.44,0
21.64,10.0,46,0.0,0
9.8,10.0,38,17.39,0
90.84,10.0,25,24.42,1
16.1,10.0,30,0.37,0
17.2,10.0,16,1.11,0
12.58,10.0,18,1.3,0
17.2,10.0,9,10.54,0
31.82,10.0,25,38.3,0
73.08,7.0,23,87.69,0
8.32,10.0,38,1.48,0
21.83,10.0,32,5.74,0
13.57,10.0,36,0.36,0
9.06,10.0,48,10.36,0
7.4,10.0,13,66.04,0
9.8,10.0,33,3.33,0
54.39,10.0,31,49.02,0
14.98,10.0,36,11.1,0
18.5,10.0,54,1.11,0
57.72,10.0,42,22.57,0
69.19,10.0,22,48.1,0
18.25,10.0,45,2.5,0
17.76,10.0,42,27.01,0
74.56,3.8,47,81.4,1
14.24,10.0,38,0.37,0
38.3,7.0,37,3.33,0
8.7,10.0,23,2.96,0
2.04,9.0,36,1.85,0
79.36,10.0,23,27.56,1
10.73,10.0,32,2.4,0
46.25,10.0,32,2.59,0
12.02,10.0,37,1.85,0
37.92,10.0,17,43.84,0
65.68,3.5,25,3.33,1
22.38,10.0,33,0.92,0
4.26,10.0,11,0.37,0
24.42,10.0,44,1.48,0
14.43,10.0,32,3.7,0
40.15,10.0,23,0.74,0
2.04,24.0,40,5.92,0
22.76,10.0,26,0.18,0
64.01,10.0,24,2.04,0
33.3,10.0,28,68.64,0
307.47,10.0,19,95.09,1
34.04,10.0,14,24.05,0
8.7,9.0,35,0.56,0
13.14,10.0,27,4.62,0
15.91,0.0,40,14.43,1
87.14,10.0,25,31.82,1
2.04,9.0,61,5.18,0
14.24,10.0,27,5.36,0
77.7,0.4,42,55.13,1
13.14,10.0,27,4.62,0
29.6,10.0,38,76.22,0
23.68,10.0,35,2.04,0
7.77,10.0,35,0.74,0
13.32,10.0,48,10.92,0
19.98,10.0,38,12.58,0
49.02,10.0,39,58.83,0
25.34,0.0,41,5.92,1
9.44,10.0,44,2.04,0
21.28,10.0,28,0.74,0
5.36,10.0,45,13.69,0
6.48,10.0,32,2.22,0
20.35,10.0,21,1.11,0
12.21,10.0,41,0.56,0
7.4,10.0,45,20.72,0
61.24,10.0,45,67.16,0
10.18,10.0,40,7.58,0
45.51,10.0,26,7.03,0
11.1,10.0,28,13.5,0
55.87,10.0,33,72.89,0
28.68,8.0,38,3.7,0
17.76,10.0,33,61.24,0
10.73,10.0,43,0.56,0
14.8,0.0,41,2.78,1
44.96,10.0,39,2.59,0
55.32,10.0,27,2.4,0
14.43,10.0,44,1.85,0
28.3,10.0,40,10.54,0
37.74,10.0,23,34.97,0
17.2,10.0,39,5.18,0
69.0,10.0,19,50.5,0
12.3,10.0,74,0.92,0
226.62,1.8,26,77.14,1
130.06,10.0,34,130.24,1
71.04,10.0,17,149.48,0
38.11,10.0,20,96.57,0
18.32,10.0,44,19.8,0
59.57,10.0,35,8.88,0
37.74,10.0,23,34.97,0
8.32,10.0,37,8.7,0
17.76,10.0,29,42.55,0
44.03,10.0,34,7.96,0
1.11,5.0,55,4.81,0
12.4,10.0,38,7.96,0
16.84,10.0,40,0.0,0
114.14,10.0,26,34.04,1
6.1,10.0,30,8.88,0
24.24,10.0,30,3.33,0
13.88,10.0,45,14.8,0
45.14,8.0,28,41.26,0
23.68,10.0,18,6.66,0
24.05,7.0,41,1.11,0
25.53,10.0,35,6.84,0
13.5,7.0,44,25.34,0
28.68,10.0,38,32.19,0
41.07,3.0,44,34.97,1
8.14,10.0,21,0.74,0
6.84,10.0,19,0.56,0
40.88,10.0,36,51.06,0
2.21,10.0,29,0.0,0
45.32,8.0,20,1.66,0
6.84,10.0,37,9.99,0
7.96,24.0,39,0.18,0
31.08,10.0,20,2.04,0
18.32,10.0,41,1.48,0
73.63,11.0,34,109.34,0
11.28,10.0,44,0.0,0
21.83,10.0,22,24.79,0
17.39,10.0,31,21.83,0
46.44,10.0,23,41.62,0
26.27,10.0,27,19.8,0
30.34,10.0,19,18.87,0
14.8,10.0,36,1.11,0
24.42,9.0,49,7.96,0
7.58,10.0,18,0.37,0
31.08,10.0,26,12.4,0
24.98,10.0,24,10.73,0
68.08,5.0,41,73.44,0
5.74,10.0,59,1.3,0
8.7,10.0,40,2.96,0
47.92,10.0,22,4.44,0
66.78,6.0,23,7.4,0
22.76,10.0,17,21.46,0
61.6,10.0,26,43.29,0
37.0,10.0,30,77.14,0
29.42,10.0,31,24.98,0
99.34,10.0,15,68.26,1
7.22,24.0,35,0.74,0
19.61,10.0,38,0.18,0
7.96,10.0,41,9.06,0
13.69,10.0,48,0.56,0
4.03,7.0,43,0.67,0
17.2,10.0,40,15.72,0
49.76,10.0,40,25.16,0
133.38,10.0,28,57.72,1
46.62,10.0,46,45.32,0
40.33,10.0,32,54.39,0
125.43,10.0,22,98.6,1
37.74,10.0,43,81.03,0
23.12,9.0,33,1.85,0
4.62,10.0,36,1.85,0
16.28,10.0,43,0.37,0
12.06,9.0,41,1.62,0
12.95,10.0,50,0.0,0
79.43,10.0,34,18.99,1
66.97,5.0,42,72.33,0
77.33,10.0,15,70.86,1
41.07,10.0,39,3.88,0
28.68,10.0,31,18.87,0
7.03,10.0,39,3.7,0
46.06,10.0,34,1.48,0
29.78,6.0,49,103.97,0
59.94,10.0,29,30.71,0
75.11,10.0,33,47.54,1
0.56,10.0,39,0.18,0
16.1,10.0,40,0.18,0
14.06,10.0,29,4.62,0
51.98,10.0,15,77.14,0
46.44,10.0,28,2.78,0
48.47,10.0,36,99.72,0
71.04,10.0,38,26.46,0
71.96,10.0,25,3.88,0
6.29,10.0,42,1.48,0
11.47,10.0,35,36.26,0
51.06,2.0,39,39.78,1
37.56,10.0,31,26.08,0
17.2,6.0,35,7.03,0
3.88,10.0,22,0.74,0
38.85,10.0,32,44.4,0
5.36,9.0,36,0.37,0
58.83,10.0,30,3.14,0
17.2,10.0,49,0.0,0
7.96,10.0,40,3.7,0
27.94,10.0,40,25.16,0
17.39,10.0,18,33.85,0
25.9,10.0,25,42.0,0
7.77,10.0,38,0.0,0
43.66,10.0,35,3.33,0
34.78,10.0,20,30.9,0
45.14,10.0,30,53.65,0
45.14,5.0,41,92.5,0
6.84,16.0,41,13.32,0
10.36,10.0,47,2.4,0
15.91,10.0,22,20.54,0
17.2,10.0,51,0.0,0
10.54,10.0,38,13.14,0
79.55,10.0,22,26.46,1
17.02,10.0,16,0.37,0
9.25,10.0,22,0.56,0
7.22,10.0,24,1.11,0
12.4,10.0,10,5.55,0
27.56,10.0,15,36.26,0
44.96,10.0,36,77.14,0
8.51,10.0,38,0.56,0
22.2,10.0,43,5.74,0
51.56,10.0,49,0.36,0
12.02,10.0,38,11.66,0
13.88,6.0,17,73.08,0
3.52,10.0,18,1.3,0
78.81,6.0,39,59.57,1
14.8,10.0,34,19.42,0
17.94,10.0,51,1.48,0
65.68,10.0,45,21.83,0
59.94,10.0,25,41.07,0
8.77,10.0,51,2.15,0
15.91,10.0,38,26.46,0
60.5,7.0,40,68.82,0
6.66,2.0,40,0.18,1
38.3,8.0,34,2.96,0
5.36,10.0,26,2.96,0
2.22,10.0,37,1.85,0
78.26,10.0,22,28.12,1
6.48,10.0,31,2.96,0
26.27,10.0,26,0.74,0
13.69,9.0,38,1.85,0
43.29,10.0,14,54.94,0
66.78,10.0,16,3.88,0
22.02,10.0,33,1.48,0
5.18,10.0,13,0.37,0
24.24,10.0,40,1.85,0
17.76,10.0,31,3.88,0
37.92,10.0,22,0.74,0
10.92,24.0,46,6.66,0
25.9,10.0,26,0.18,0
69.38,10.0,23,1.66,0
42.74,10.0,30,71.41,0
275.65,5.0,25,114.33,1
29.23,10.0,13,25.16,0
11.28,10.0,36,0.56,0
14.62,7.0,31,3.7,0
12.02,10.0,41,14.98,0
90.28,10.0,27,29.23,1
7.22,8.0,48,3.88,0
15.54,10.0,26,7.58,0
66.78,10.0,31,45.32,0
14.62,7.0,31,3.7,0
22.2,10.0,38,50.69,0
28.68,10.0,34,1.85,0
19.24,10.0,44,0.56,0
6.84,10.0,47,19.98,0
10.54,10.0,37,11.66,0
47.92,10.0,31,57.16,0
21.83,0.0,40,5.0,1
16.65,10.0,35,1.85,0
15.36,10.0,30,0.74,0
10.92,10.0,44,29.6,0
6.84,10.0,28,3.33,0
11.47,10.0,29,0.92,0
12.58,10.0,43,0.56,0
14.24,10.0,41,49.58,0
52.72,3.6,43,84.18,1
9.44,6.0,42,7.77,0
42.74,10.0,28,6.84,0
16.65,10.0,21,26.46,0
37.0,10.0,41,48.47,0
24.24,8.0,38,3.52,0
23.86,10.0,35,86.21,0
11.28,10.0,46,0.56,0
15.91,0.0,40,2.59,1
41.62,10.0,40,2.78,0
44.58,3.5,45,1.3,1
23.12,10.0,44,1.3,0
18.5,10.0,39,11.66,0
33.85,10.0,40,42.0,0
16.84,10.0,39,4.07,0
72.52,10.0,18,47.54,0
7.16,10.0,42,2.02,0
225.7,1.9,20,80.84,1
181.86,9.0,32,121.73,1
62.9,8.0,24,177.6,0
23.86,10.0,18,78.62,0
40.88,10.0,44,24.98,0
72.52,10.0,29,10.36,0
33.85,10.0,40,42.0,0
15.54,10.0,39,11.28,0
18.87,10.0,24,50.69,0
48.28,10.0,27,10.18,0
1.11,10.0,34,5.36,0
12.21,10.0,31,5.18,0
12.95,5.0,43,0.0,0
109.34,10.0,21,37.18,1
13.69,10.0,29,21.09,0
27.38,10.0,34,3.52,0
18.32,10.0,39,28.49,0
62.16,8.0,28,64.75,0
24.79,10.0,29,5.92,0
20.16,10.0,40,1.3,0
36.82,10.0,29,6.29,0
8.7,10.0,42,22.76,0
20.16,10.0,41,36.26,0
50.5,2.5,43,40.33,1
6.84,10.0,13,0.74,0
6.66,10.0,33,0.56,0
33.67,10.0,38,48.66,0
4.76,10.0,30,0.17,0
41.44,6.0,17,1.48,0
7.77,10.0,37,22.2,0
4.81,24.0,42,0.0,0
44.22,10.0,20,2.04,0
18.32,8.0,38,1.66,0
76.96,16.0,26,123.76,1
7.4,24.0,44,0.0,0
20.72,10.0,21,24.42,0
9.44,10.0,22,18.5,0
32.01,10.0,31,27.75,0
